Subgraph_1
Predicted,29,2,3,6,7,22,16,1,28,23,13,4,12,11,26,19,20,0,18,8,17,14,21,24,15,9,25,27,10,5

Subgraph_36
Ground Truth,12,11,23,7,14,17,2,19,4,24,21,15,5,26,10,22,29,20,6,28,16,27,1,8,0,13,3,25,18,9
Predicted,11,17,14,24,12,2,7,4,26,15,6,28,20,10,22,18,27,16,5,19,13,29,3,0,23,8,21,25,9,1

Subgraph_37
Ground Truth,0,15,2,21,7,26,14,4,1,18,23,9,13,20,24,10,22,6,28,12,3,19,25,11,17,29,16,5,8,27
Predicted,14,4,0,1,24,21,2,15,10,26,7,9,18,29,20,3,27,28,17,13,5,16,23,6,25,8,11,22,19,12

Subgraph_38
Ground Truth,2,29,11,26,12,16,24,17,1,0,8,22,19,13,14,18,25,20,7,4,5,23,9,15,21,27,28,10,6,3
Predicted,1,29,4,17,2,21,22,5,28,24,18,16,7,20,27,26,6,9,23,14,0,8,13,11,19,12,25,10,15,3

Subgraph_39
Ground Truth,8,5,1,3,16,17,27,28,26,20,25,29,22,23,9,13,18,19,21,10,0,2,6,11,7,15,14,12,4,24
Predicted,8,1,9,19,28,2,27,29,17,13,5,22,16,26,0,21,20,7,12,11,25,10,4,14,15,3,6,18,23,24

Subgraph_40
Ground Truth,3,25,24,14,17,7,15,20,11,28,8,1,10,21,19,29,23,27,12,6,2,0,18,26,4,9,16,13,5,22
Predicted,3,17,11,25,1,14,20,5,24,29,15,8,21,13,10,2,16,4,7,0,26,28,6,23,22,12,9,27,18,19

Subgraph_41
Ground Truth,0,8,29,5,22,1,16,2,9,17,24,25,21,14,10,26,19,20,28,6,11,4,3,13,18,12,23,15,7,27
Predicted,0,14,2,9,5,8,6,24,26,21,16,1,17,19,7,18,10,20,28,4,22,29,11,15,27,12,25,13,3,23

Subgraph_42
Ground Truth,8,1,21,15,20,10,19,18,6,5,17,13,9,24,26,16,4,11,12,7,22,27,0,14,25,28,29,23,2,3
Predicted,8,10,15,26,17,21,16,11,29,12,1,28,19,18,9,27,22,24,6,5,3,2,20,14,25,0,23,4,13,7

Subgraph_43
Ground Truth,13,10,8,26,2,3,6,25,29,20,1,0,22,14,15,18,28,7,19,17,9,21,12,27,4,5,11,24,23,16
Predicted,13,8,2,10,20,26,1,25,24,7,14,17,22,11,9,4,15,29,23,6,21,3,19,28,18,16,0,27,5,12

Subgraph_44
Ground Truth,27,5,0,26,8,9,10,22,20,14,2,18,24,6,11,7,1,16,13,12,17,19,21,23,3,28,29,15,25,4
Predicted,27,16,10,0,1,26,22,2,8,19,28,18,9,5,20,29,11,15,4,14,7,21,24,13,23,3,12,17,25,6

Subgraph_45
Ground Truth,29,18,24,25,2,20,9,14,8,17,10,3,27,21,4,11,28,1,16,5,26,13,15,23,12,22,19,6,0,7
Predicted,14,18,25,24,29,1,5,22,17,9,13,4,15,21,23,6,2,11,27,16,20,12,3,8,0,19,7,10,26,28

Subgraph_46
Ground Truth,11,21,28,16,8,14,23,2,4,0,22,25,1,9,18,7,26,20,12,29,6,27,17,15,3,13,5,19,24,10
Predicted,11,25,4,21,1,22,17,16,28,14,12,7,0,6,10,19,18,5,8,27,29,15,20,2,9,23,3,26,13,24

Subgraph_47
Ground Truth,18,29,23,2,24,19,12,17,10,20,3,0,14,6,5,9,7,27,22,28,25,11,4,8,16,13,21,26,15,1
Predicted,27,18,17,11,19,29,12,0,6,20,7,14,23,5,13,25,24,8,26,16,22,9,21,10,2,28,3,4,1,15

Subgraph_48
Ground Truth,16,28,8,29,13,20,2,18,14,1,6,17,19,3,7,24,5,9,21,4,27,10,23,25,11,12,22,0,26,15
Predicted,9,19,1,16,4,13,8,23,11,3,17,0,28,14,5,29,6,24,25,12,18,2,27,20,10,21,15,7,26,22

Subgraph_49
Ground Truth,10,18,22,8,1,28,27,3,25,20,29,7,6,0,5,16,2,17,15,21,14,11,24,4,19,12,26,9,13,23
Predicted,1,20,6,7,10,18,4,0,5,21,2,8,11,25,29,26,12,14,28,16,27,3,22,13,23,17,24,9,19,15

Subgraph_50
Ground Truth,27,8,21,15,1,28,11,6,19,17,7,23,4,20,10,26,9,2,0,25,29,12,18,14,16,24,13,5,3,22
Predicted,21,28,27,6,19,9,15,8,11,2,17,7,18,25,23,22,20,1,13,12,4,10,29,3,26,5,0,14,16,24

Subgraph_51
Ground Truth,22,19,23,0,5,25,21,7,6,17,8,20,12,26,1,10,2,11,29,18,15,28,14,9,3,24,4,27,13,16
Predicted,22,5,23,19,17,0,25,7,20,3,12,24,1,10,28,2,13,11,27,26,18,6,14,4,15,21,9,8,29,16

Subgraph_52
Ground Truth,7,29,21,8,25,26,5,14,24,19,6,22,12,10,2,18,28,23,20,0,11,3,9,1,15,4,13,17,16,27
Predicted,21,6,7,29,26,14,12,19,22,23,20,25,0,5,13,15,8,10,9,18,3,11,28,16,1,4,17,24,2,27

Subgraph_53
Ground Truth,0,28,12,15,27,3,20,29,21,6,4,8,9,18,10,19,22,2,13,24,14,7,11,26,1,23,5,17,25,16
Predicted,12,0,3,18,27,17,15,28,6,1,25,4,9,21,2,5,22,20,11,23,29,7,10,24,16,26,13,8,19,14

Subgraph_54
Ground Truth,4,8,22,13,12,19,20,7,0,24,10,27,15,18,16,29,25,21,23,17,9,14,3,11,2,1,26,28,6,5
Predicted,4,22,8,24,23,19,28,20,12,1,7,10,18,15,6,9,16,2,13,0,26,17,29,27,25,11,21,3,14,5

Subgraph_55
Ground Truth,29,13,11,4,27,14,21,25,7,10,26,19,15,1,5,6,0,18,12,22,24,2,28,20,3,9,16,17,23,8
Predicted,29,13,4,14,6,28,11,21,27,22,25,10,26,2,5,19,20,9,18,16,7,17,23,24,15,0,1,12,8,3

Subgraph_56
Ground Truth,9,1,13,7,17,8,0,14,23,27,25,26,22,10,15,24,3,20,21,12,2,4,11,16,18,6,29,28,5,19
Predicted,8,9,7,17,23,25,1,3,13,11,24,12,27,10,4,21,26,15,5,29,14,6,18,20,0,16,19,22,28,2

Subgraph_57
Ground Truth,26,15,0,23,1,5,10,24,9,20,8,13,17,11,29,14,3,28,19,4,25,6,12,7,21,27,16,18,2,22
Predicted,26,5,8,15,3,1,9,0,23,17,6,10,4,11,18,2,16,13,24,20,14,19,7,29,25,12,21,27,28,22

Subgraph_58
Ground Truth,27,22,8,12,9,18,10,2,23,19,26,11,7,1,20,5,21,28,16,13,25,29,4,6,0,3,17,15,14,24
Predicted,8,29,0,28,27,7,1,16,26,22,3,15,11,17,18,9,2,24,5,20,10,14,25,19,12,23,4,6,21,13

Subgraph_59
Ground Truth,6,3,19,24,1,28,5,18,12,25,15,0,22,2,21,17,7,16,26,9,29,4,13,20,14,23,27,11,8,10
Predicted,6,25,1,3,28,18,22,0,19,5,2,9,15,24,12,4,7,8,20,16,26,13,11,17,29,21,14,27,10,23

Subgraph_60
Ground Truth,16,20,25,17,6,24,14,21,19,7,9,4,3,28,29,13,10,15,1,8,23,18,22,2,0,26,5,12,27,11
Predicted,16,19,6,24,7,3,13,15,18,25,22,23,17,12,27,0,8,29,20,2,9,5,4,1,28,10,14,26,11,21

Subgraph_61
Ground Truth,17,26,27,15,3,24,1,12,18,25,7,28,19,5,14,22,20,29,4,13,16,6,8,23,2,0,9,21,10,11
Predicted,3,17,1,15,16,25,23,14,19,28,12,7,5,8,27,29,22,26,6,0,4,10,2,18,20,13,24,21,9,11

Subgraph_62
Ground Truth,14,11,13,3,7,1,24,2,17,29,25,15,18,28,27,23,0,21,9,8,19,10,26,6,16,12,20,22,5,4
Predicted,14,2,18,13,23,3,25,8,24,15,17,11,20,28,19,7,1,12,9,5,27,0,6,16,29,21,10,4,26,22

Subgraph_63
Ground Truth,28,5,24,20,0,16,2,8,10,6,19,25,3,15,17,22,13,26,29,27,21,7,12,11,9,4,18,23,14,1
Predicted,28,25,5,27,10,24,20,0,8,13,18,26,2,16,29,3,4,22,6,12,15,9,17,11,19,23,14,21,7,1

Subgraph_64
Ground Truth,15,22,16,2,14,5,11,12,4,18,20,23,13,3,7,1,0,29,6,8,25,17,9,21,10,28,27,24,19,26
Predicted,16,15,14,12,0,11,20,25,4,1,13,18,22,28,3,5,21,27,8,7,17,29,6,2,19,23,26,24,9,10

Subgraph_65
Ground Truth,29,1,9,14,18,24,25,12,26,17,2,3,21,15,16,13,27,22,28,23,8,11,4,7,10,6,19,0,5,20
Predicted,29,1,14,9,26,18,2,12,21,28,27,3,10,24,13,6,17,8,25,19,15,23,11,16,7,4,5,22,20,0

Subgraph_66
Ground Truth,19,21,17,6,18,24,0,26,28,1,22,12,27,4,15,7,3,2,23,11,25,10,14,16,5,13,8,29,9,20
Predicted,21,19,22,1,18,5,16,28,24,6,25,17,8,13,27,29,12,9,14,3,10,15,4,2,0,11,23,26,7,20

Subgraph_67
Ground Truth,5,17,15,26,16,28,18,10,0,2,27,1,22,9,25,13,14,29,3,4,24,7,11,12,6,21,19,20,8,23
Predicted,26,17,2,16,27,14,29,28,5,20,3,22,0,1,13,23,18,24,10,25,15,8,6,4,7,9,19,21,11,12

Subgraph_68
Ground Truth,18,14,23,16,10,7,26,9,15,27,28,2,24,25,0,21,29,5,17,1,13,4,6,11,8,3,12,20,22,19
Predicted,18,15,27,3,16,4,24,5,14,10,2,9,23,17,13,0,1,28,6,26,12,20,21,8,7,25,29,22,11,19

Subgraph_69
Ground Truth,24,20,11,15,25,13,19,0,29,2,9,1,21,18,8,6,16,5,14,23,4,27,17,26,7,10,12,22,28,3
Predicted,15,20,11,24,13,25,28,0,21,29,9,19,27,6,2,4,10,5,23,26,7,14,8,18,3,1,16,22,17,12

Subgraph_70
Ground Truth,1,27,21,29,4,25,8,5,2,17,28,26,9,22,13,23,6,10,19,18,14,3,0,11,20,12,15,7,24,16
Predicted,29,3,2,9,1,24,15,10,17,26,23,28,12,22,4,21,5,0,13,6,27,7,25,14,18,19,8,11,20,16

Subgraph_71
Ground Truth,7,23,9,12,17,3,15,11,0,20,1,18,27,28,29,24,8,22,5,26,14,25,19,2,6,13,16,10,4,21
Predicted,7,3,23,12,9,0,18,15,1,22,17,20,11,13,26,6,29,25,19,8,28,27,2,24,16,14,4,10,5,21

Subgraph_72
Ground Truth,6,21,27,29,17,3,0,14,15,25,2,13,24,9,12,18,4,5,8,26,11,10,1,23,16,7,19,28,20,22
Predicted,29,18,6,13,2,23,25,4,17,12,21,24,5,3,15,19,0,27,7,11,16,28,22,26,10,9,1,8,20,14

Subgraph_73
Ground Truth,7,15,29,17,0,3,26,13,21,19,1,16,11,18,23,28,27,14,22,24,2,20,12,8,25,9,10,4,6,5
Predicted,0,15,26,7,20,10,16,24,1,17,9,25,28,2,21,18,12,27,11,19,22,8,23,4,14,29,5,3,6,13

Subgraph_74
Ground Truth,10,8,26,4,23,18,11,2,20,1,22,3,15,7,0,6,9,5,13,29,16,21,27,24,17,28,25,19,12,14
Predicted,23,10,11,8,16,18,22,4,3,1,15,14,19,6,26,20,0,21,17,2,24,13,28,9,27,12,29,25,7,5

Subgraph_75
Ground Truth,1,23,8,6,2,3,0,14,22,10,9,28,17,21,26,7,18,29,13,4,24,11,15,27,25,19,12,20,5,16
Predicted,1,3,9,28,21,14,8,6,0,2,7,10,15,11,20,12,4,22,13,27,25,23,17,24,19,18,26,29,16,5

Subgraph_76
Ground Truth,20,15,11,29,26,17,2,21,27,8,12,5,14,0,13,18,25,1,28,19,9,3,10,16,4,7,24,6,22,23
Predicted,20,29,26,2,15,17,8,13,18,12,28,9,24,10,14,11,21,16,0,1,5,4,23,7,25,27,19,6,22,3

Subgraph_77
Ground Truth,3,25,1,19,26,7,20,29,0,5,2,14,21,8,24,15,10,13,27,16,12,28,6,11,23,17,22,9,4,18
Predicted,3,1,19,17,26,7,20,5,13,23,2,24,16,14,25,27,22,0,18,6,15,11,4,8,29,10,21,9,12,28

Subgraph_78
Ground Truth,11,14,23,15,26,22,27,4,18,6,5,29,0,2,1,17,9,16,12,19,20,3,21,24,13,8,10,28,7,25
Predicted,15,6,11,5,28,27,0,24,26,10,22,20,25,7,19,18,12,14,29,1,2,23,8,17,9,4,16,21,13,3

Subgraph_79
Ground Truth,20,3,25,4,10,27,1,2,17,21,16,26,6,13,23,7,8,29,12,5,14,18,24,28,19,11,22,15,9,0
Predicted,21,3,20,10,25,13,4,22,11,26,27,17,29,24,2,6,18,19,5,14,15,0,23,1,9,16,8,7,12,28

Subgraph_80
Ground Truth,9,26,6,1,4,29,12,7,8,18,11,27,25,28,5,21,3,19,20,23,10,16,2,22,0,17,14,13,15,24
Predicted,9,26,1,11,3,20,29,28,25,14,15,27,19,7,12,18,13,16,6,4,17,0,24,8,22,5,2,21,23,10

Subgraph_81
Ground Truth,28,13,16,9,14,12,11,24,15,0,25,1,10,2,17,6,21,7,3,20,23,18,29,27,8,5,22,26,19,4
Predicted,28,12,14,6,16,15,13,9,0,11,1,3,10,24,23,21,18,2,20,5,17,25,29,22,7,4,8,26,27,19

Subgraph_82
Ground Truth,2,6,17,20,5,14,1,23,9,16,4,29,22,11,26,13,3,27,21,24,7,19,0,10,15,28,8,18,12,25
Predicted,2,6,1,5,9,17,4,11,23,20,27,14,18,13,24,21,29,26,22,3,7,0,16,25,12,15,28,19,8,10

Subgraph_83
Ground Truth,0,8,9,23,3,5,12,20,27,29,13,1,17,19,28,14,4,10,15,22,24,18,16,26,11,25,7,6,2,21
Predicted,0,9,5,23,29,24,25,8,10,4,12,13,28,26,15,11,2,16,18,14,27,19,1,3,22,17,20,21,7,6

Subgraph_84
Ground Truth,29,27,9,1,5,6,24,7,28,22,17,25,0,10,16,20,3,23,11,26,2,18,8,15,21,4,19,12,14,13
Predicted,29,9,27,6,1,5,28,24,22,17,0,7,19,21,16,25,10,4,14,18,12,20,13,15,26,23,3,11,2,8

Subgraph_85
Ground Truth,17,8,27,23,15,19,2,20,16,21,13,18,22,26,6,9,29,24,7,28,10,11,5,12,14,3,25,4,1,0
Predicted,8,16,17,19,23,26,22,21,6,2,15,1,13,28,10,12,11,7,9,27,0,18,29,20,24,4,3,25,14,5

Subgraph_86
Ground Truth,19,27,7,18,15,20,17,6,12,21,16,8,26,3,14,2,23,10,24,1,5,28,25,22,29,11,4,0,13,9
Predicted,1,12,19,3,7,27,22,20,5,18,15,26,14,0,2,21,17,4,23,10,6,28,16,24,25,8,29,13,9,11

Subgraph_87
Ground Truth,2,13,7,19,11,6,10,4,16,25,15,28,20,3,17,24,21,26,27,29,22,8,9,5,0,14,23,1,12,18
Predicted,25,6,19,2,14,13,11,26,7,16,3,8,12,15,0,20,10,21,22,18,29,23,17,24,4,9,1,28,27,5

Subgraph_88
Ground Truth,29,27,11,15,10,2,6,17,24,12,13,23,25,18,22,3,16,5,14,28,21,20,8,26,9,7,19,0,4,1
Predicted,29,24,27,15,13,12,16,10,2,11,17,23,3,22,20,28,26,25,5,6,4,1,18,14,19,0,7,21,9,8

Subgraph_89
Ground Truth,6,8,0,18,21,11,7,29,24,27,9,10,12,1,4,2,3,23,26,20,28,14,5,17,25,22,13,15,16,19
Predicted,8,21,7,6,2,12,29,18,4,20,11,10,28,26,24,23,9,0,27,1,22,17,3,16,15,19,14,5,13,25

Subgraph_90
Ground Truth,23,3,8,0,27,13,1,10,11,20,18,22,28,14,29,2,15,9,4,19,7,12,24,5,16,21,17,26,25,6
Predicted,18,8,22,29,13,20,12,3,27,24,23,19,16,15,2,17,1,6,21,10,11,26,7,14,4,5,0,9,28,25

Subgraph_91
Ground Truth,13,15,28,0,16,25,18,17,5,11,3,8,14,24,19,1,4,2,7,12,23,21,26,20,9,27,6,10,22,29
Predicted,18,16,0,5,17,24,8,15,21,14,19,25,12,10,9,20,28,3,13,27,26,7,29,1,4,22,2,11,6,23

Subgraph_92
Ground Truth,21,1,15,7,25,13,19,8,22,12,14,24,18,9,27,3,4,20,26,23,2,0,11,28,5,16,17,29,10,6
Predicted,14,1,21,13,25,18,15,8,27,22,4,26,10,24,7,9,23,3,0,29,11,12,6,16,5,17,2,19,20,28

Subgraph_93
Ground Truth,5,2,12,10,18,20,17,9,24,1,7,25,26,16,14,27,23,0,6,3,15,8,19,28,22,4,13,29,21,11
Predicted,12,5,17,2,1,18,14,20,24,27,15,10,7,11,16,9,3,0,26,25,22,4,8,19,21,6,23,28,13,29

Subgraph_94
Ground Truth,5,28,8,21,27,14,2,29,22,15,19,24,3,20,26,13,18,17,10,9,25,0,6,4,1,16,12,11,7,23
Predicted,19,5,28,26,15,24,20,27,21,22,2,8,17,4,3,6,9,29,7,12,10,11,16,25,13,18,1,0,14,23

Subgraph_95
Ground Truth,19,26,20,29,4,11,13,12,3,14,17,0,24,2,21,5,28,16,23,9,7,22,10,6,25,15,1,18,27,8
Predicted,4,19,21,29,20,26,17,3,2,14,0,25,10,11,24,28,1,5,22,23,13,15,16,12,9,27,18,8,6,7

Subgraph_96
Ground Truth,23,21,10,22,12,5,19,4,25,18,27,16,14,2,7,6,15,11,24,20,13,29,9,0,3,1,17,8,26,28
Predicted,21,16,4,27,22,14,25,12,5,19,11,13,6,15,29,8,0,23,3,20,24,17,26,9,18,7,2,1,28,10

Subgraph_97
Ground Truth,15,22,2,12,29,28,7,9,18,19,20,11,4,23,8,25,17,26,24,13,0,27,5,21,10,1,14,6,3,16
Predicted,22,15,29,7,9,3,8,26,28,2,20,11,21,12,18,14,25,5,16,19,0,13,17,4,24,23,6,1,27,10

Subgraph_98
Ground Truth,19,21,15,10,13,22,8,0,24,1,26,11,9,16,7,29,25,6,18,17,28,12,23,27,3,14,5,20,2,4
Predicted,19,21,8,13,9,28,15,22,26,0,24,16,14,6,10,29,12,18,23,25,17,7,27,20,1,11,3,2,5,4

Subgraph_99
Ground Truth,19,15,28,8,25,4,26,7,20,0,11,1,29,12,16,10,21,5,24,6,13,14,27,17,18,22,9,3,23,2
Predicted,28,20,26,25,15,8,5,19,1,4,11,2,6,13,9,10,0,3,14,29,24,27,22,16,23,21,18,7,12,17

Subgraph_100
